402.89407,146.98364,463.64032,149.80432
405.8145,125.98718,469.1049,152.05505
405.48465,146.22034,474.51508,154.28333
405.8145,125.98706,479.8717,156.48975
405.8145,125.98706,469.1049,152.05505
409.38974,143.5675,474.51508,154.28333
410.64407,142.31152,479.87177,156.48962
411.85315,140.88794,485.17563,158.67432
411.871,128.48169,490.4275,160.8374
426.15405,142.47949,495.62814,162.97949
433.09656,143.0835,500.7783,165.10071
429.66385,135.81018,505.87866,167.20142
446.51535,144.0039,510.93008,169.28198
441.22162,140.57056,495.62814,162.97949
459.25674,144.67639,500.7783,165.10071
452.54477,145.23438,505.87872,167.20142
441.22162,140.57056,510.93008,169.28198
460.24368,138.53064,515.9331,171.34265
465.9469,138.92603,520.8885,173.38367
471.4567,139.38086,525.7969,175.40527
463.64032,149.80432,530.659,177.40796
481.90326,140.53943,535.4755,179.39172
474.51508,154.28333,520.8885,173.38367
479.8717,156.48975,525.7969,175.40527
469.1049,152.05505,530.65906,177.40796
484.71686,137.39221,535.4755,179.39172
489.15216,138.74268,540.24695,181.35712
493.44196,140.25525,544.974,183.30402
497.59778,141.93408,549.65735,185.23297
495.62814,162.97949,554.29755,187.14417
505.55762,145.7992,558.89514,189.03778
505.87866,167.20142,563.4507,190.91418
510.93008,169.28198,544.974,183.30402
495.62814,162.97949,549.65735,185.23297
500.33728,146.88367,554.29755,187.14417
504.11884,149.80017,558.89514,189.03778
507.87192,152.854,563.45074,190.91418
515.9331,171.34265,567.96497,192.7735
515.34717,159.3274,572.4383,194.61597
519.0951,162.72144,576.8713,196.44183
530.659,177.40796,581.26465,198.25134
526.6712,169.7528,585.6187,200.04474
520.8885,173.38367,589.9341,201.82214
525.7969,175.40527,589.9341,201.82214
519.3849,172.84961,594.21124,203.5838
523.5949,176.63525,598.45074,205.32996
527.8785,180.40924,602.6531,207.06079
532.2408,184.15472,606.8187,208.77655
536.6858,187.85547,610.9481,210.47736
554.29755,187.14417,610.9481,210.47742
545.8338,195.05951,615.04175,212.16345
563.4507,190.91418,619.1002,213.83502
544.974,183.30402,623.1237,215.49225
537.4046,196.1167,627.1128,217.13531
