212.8317,127.65796,241.431,137.7102
212.8317,127.65796,229.89087,124.290405
229.89087,124.290405,247.75656,120.76355
247.75656,120.76355,266.48727,117.06592
266.48727,117.06592,286.1475,113.184814
286.1475,113.184814,315.8073,124.54932
286.1475,113.184814,306.80814,109.1062
306.80814,109.1062,328.54755,104.8147
328.54755,104.8147,351.45242,100.29297
351.45242,100.29297,375.61917,95.52234
375.61917,95.52234,406.1496,108.56323
209.03244,162.09961,212.8317,127.65796
281.55908,151.10706,286.1475,113.184814
369.96744,137.70752,375.61917,95.52234
205.27208,196.18878,209.03244,162.09961
277.0222,188.60321,281.55908,151.10706
364.38614,179.36688,369.96744,137.70752
201.55,229.93091,205.27208,196.18878
272.536,225.68036,277.0222,188.60321
358.87393,220.5105,364.38614,179.36688
197.86562,263.3313,201.55,229.93091
197.86562,263.3313,226.20978,270.35406
268.0997,262.34546,272.536,225.68036
353.4296,261.14777,358.87393,220.5105
353.4296,261.14777,383.78732,269.69702
194.21838,296.39496,197.86562,263.3313
263.71237,298.6054,268.0997,262.34546
348.05182,301.28796,353.4296,261.14777
190.60773,329.12708,194.21838,296.39496
259.37332,334.46674,263.71237,298.6054
342.73944,340.9402,348.05182,301.28796
187.03307,361.53265,190.60773,329.12708
187.03307,361.53265,215.18437,366.43408
187.03307,361.53265,202.90874,363.49316
202.90874,363.49316,219.50754,365.54303
219.50754,365.54303,236.88004,367.68842
236.88004,367.68842,255.08165,369.93622
255.08165,369.93622,259.37332,334.46674
255.08165,369.93622,284.3304,375.10608
255.08165,369.93622,274.17316,372.29382
274.17316,372.29382,294.22144,374.7697
294.22144,374.7697,315.30026,377.3728
315.30026,377.3728,337.49124,380.11322
337.49124,380.11322,342.73944,340.9402
337.49124,380.11322,367.70743,385.56287
146.76227,726.6034,174.13614,724.14526
146.76227,726.6034,160.87733,736.11145
160.87733,736.11145,175.59746,746.02704
175.59746,746.02704,190.96245,756.3771
190.96245,756.3771,207.01555,767.19055
207.01555,767.19055,235.51726,763.65985
279.1251,815.7643,308.6969,810.7699
143.61075,755.173,146.76227,726.6034
203.27574,798.0991,207.01555,767.19055
274.61545,849.4247,279.1251,815.7643
140.48866,783.4761,143.61075,755.173
199.5739,828.6938,203.27574,798.0991
270.15604,882.7101,274.61545,849.4247
137.39554,811.5166,140.48866,783.4761
137.39554,811.5166,164.5749,807.466
195.90945,858.9796,199.5739,828.6938
195.90945,858.9796,224.21935,853.5917
265.7461,915.6268,270.15604,882.7101
265.7461,915.6268,295.14227,908.43945
128.28606,894.09753,155.27132,888.5413
185.13492,948.0282,213.25177,940.89355
252.80447,1012.2242,282.02087,1002.98724
125.30489,921.1227,128.28606,894.09753
181.61455,977.1232,185.13492,948.0282
248.58412,1043.7252,252.80447,1012.2242
122.350815,947.9027,125.30489,921.1227
178.12888,1005.9316,181.61455,977.1232
244.40927,1074.8867,248.58412,1043.7252
119.4234,974.44086,122.350815,947.9027
119.4234,974.44086,146.21512,967.4609
119.4234,974.44086,132.40337,988.5397
132.40337,988.5397,145.91617,1003.2173
