708.2362,912.97534,707.4547,867.2603
708.8057,912.724,708.3084,863.13715
709.2754,912.4274,709.1632,859.0083
709.6411,912.0887,710.0192,854.8736
709.8991,911.7113,708.3084,863.13715
710.04724,911.2993,709.1632,859.0083
710.0843,910.85693,710.0192,854.8736
710.01025,910.3887,710.87634,850.7333
710.6756,905.8336,711.7348,846.58716
711.23206,901.2645,712.59436,842.4353
711.6826,896.6865,713.4551,838.27765
712.0317,892.10425,714.3171,834.11426
712.2841,887.52264,715.18024,829.94507
704.052,883.69617,709.26086,847.3092
704.90094,879.5957,706.7724,848.0354
705.751,875.4896,704.26935,848.76587
704.052,883.69617,701.75146,849.50073
704.90094,879.5957,699.2187,850.23987
705.751,875.4896,696.67084,850.98346
706.6023,871.3778,694.10785,851.73145
707.4547,867.2603,691.5294,852.4839
708.3084,863.13715,688.93567,853.2409
709.1632,859.0083,696.67084,850.98346
710.0192,854.8736,694.10785,851.73145
708.3084,863.13715,691.5295,852.4839
709.1632,859.0083,688.93567,853.2409
710.0192,854.8736,686.32623,854.00244
710.87634,850.7333,683.7011,854.76855
716.92065,838.2336,681.06006,855.5393
712.59436,842.4353,678.40295,856.3148
713.4551,838.27765,675.72974,857.095
714.3171,834.11426,673.04016,857.8799
715.18024,829.94507,687.19354,849.73096
709.26086,847.3092,688.062,845.4533
706.7724,848.0354,688.9317,841.16956
704.26935,848.76587,689.80273,836.87964
701.75146,849.50073,690.67505,832.5837
699.2187,850.23987,691.54846,828.2815
696.67084,850.98346,692.4232,823.973
694.10785,851.73145,693.2992,819.65845
691.5294,852.4839,694.1765,815.33765
688.93567,853.2409,695.05505,811.0106
696.67084,850.98346,695.9349,806.67737
694.10785,851.73145,695.9349,806.67737
691.5295,852.4839,696.8159,802.3379
688.93567,853.2409,697.69824,797.99207
678.7132,855.4011,698.58185,793.64
683.7011,854.76855,699.46674,789.28174
681.06006,855.5393,700.3529,784.9171
678.40295,856.3148,695.6124,787.65936
675.72974,857.095,691.78235,786.0472
673.04016,857.8799,687.9762,784.44507
687.19354,849.73096,684.1937,782.8529
688.062,845.4533,680.4349,781.2707
688.9317,841.16956,676.6992,779.69824
689.80273,836.87964,672.9867,778.13556
690.67505,832.5837,676.6992,779.69824
691.54846,828.2815,672.9867,778.1355
692.4232,823.973,669.2969,776.5824
693.2992,819.65845,665.6298,775.0388
694.1765,815.33765,661.98517,773.50464
695.05505,811.0106,658.36273,771.9799
695.9349,806.67737,654.7623,770.4645
695.9349,806.67737,651.1838,768.95807
696.8159,802.3379,658.36273,771.9799
697.69824,797.99207,654.7623,770.46436
698.58185,793.64,651.1838,768.9581
704.4884,792.35724,647.62683,767.4608
700.3529,784.9171,644.09125,765.97266
699.6318,792.75195,640.577,764.4934
691.78235,786.0472,637.08374,763.023
687.9762,784.44507,633.6114,761.5614
686.4501,790.5274,640.577,764.4934
682.05005,789.6526,637.08374,763.023
677.65643,788.6992,633.6114,761.5614
672.9867,778.13556,630.15967,760.10846
676.2858,789.6999,626.7285,758.6642
671.9034,788.4639,623.31757,757.22845
669.2969,776.5824,619.9268,755.8013
665.6298,775.0388,616.556,754.38226
658.96985,784.16864,613.2049,752.97174
658.36273,771.9799,629.37994,758.2118
654.7623,770.4645,632.01624,757.762
651.1838,768.95807,634.63763,757.3148
658.36273,771.9799,637.2442,756.87
654.7623,770.46436,639.83606,756.4278
651.1838,768.9581,642.4133,755.98804
647.62683,767.4608,644.97626,755.55084
644.09125,765.97266,647.5247,755.11597
640.577,764.4934,650.059,754.6836
637.08374,763.023,642.4133,755.98804
633.6114,761.5614,644.9762,755.5508
640.577,764.4934,647.5247,755.11597
637.08374,763.023,650.059,754.6836
633.6114,761.5614,652.5793,754.2536
630.15967,760.10846,655.0855,753.826
626.7285,758.6642,657.5779,753.40076
623.31757,757.22845,660.0566,752.9778
619.9268,755.8013,662.5216,752.55725
616.556,754.38226,664.9731,752.139
613.2049,752.97174,653.35864,750.23926
629.37994,758.2118,654.139,746.2196
632.01624,757.762,654.9204,742.1946
634.63763,757.3148,655.7028,738.1643
637.2442,756.87,656.4863,734.12866
639.83606,756.4278,657.2708,730.08765
642.4133,755.98804,658.0564,726.04126
644.97626,755.55084,658.843,721.9895
647.5247,755.11597,659.6306,717.9324
650.059,754.6836,660.4194,713.86975
642.4133,755.98804,661.20905,709.8019
644.9762,755.5508,661.20905,709.8019
647.5247,755.11597,661.9999,705.7285
650.059,754.6836,662.7917,701.64966
650.1256,756.62573,663.58466,697.5654
